sqft,bdrms,age,ocean_proximity,median_income,population,price
3011,542,52,NEAR BAY,5.1039,1303,273800
1049,185,52,NEAR BAY,4.1458,374,248500
2504,516,52,NEAR BAY,3.4762,979,244000
1846,471,52,NEAR BAY,2.6833,827,240900
1705,246,52,NEAR BAY,5.75,658,306300
1542,289,50,NEAR BAY,3.9632,654,240000
891,,45,NEAR BAY,4.9489,384,247100
4051,753,27,NEAR BAY,4.8711,1499,286600
2646,581,52,NEAR BAY,3.0718,1128,266700
2428,525,49,NEAR BAY,3.6719,1110,229800
2567,436,52,NEAR BAY,4.6094,1119,229300
7031,1249,21,NEAR BAY,4.5213,2930,228400
1914,365,25,NEAR BAY,4.4562,897,206200
18634,2885,5,NEAR BAY,7.611,7427,350700
5785,1379,31,NEAR BAY,3.2689,2973,231000
2876,648,52,NEAR BAY,3.567,1340,252900
6909,1554,28,NEAR BAY,3.6875,2974,353900
5679,1270,23,NEAR BAY,4.7695,2690,291700
1156,365,20,NEAR BAY,3.1972,583,100000
14316,2045,12,NEAR BAY,7.2634,5781,341600
3596,467,5,NEAR BAY,7.0568,1738,412500
3541,570,36,NEAR BAY,4.635,1478,248600
1808,302,40,NEAR BAY,5.3015,746,254900
2879,480,36,NEAR BAY,4.9801,1235,241500
3204,477,26,NEAR BAY,5.4834,1411,295200
3866,531,31,NEAR BAY,6.187,1368,340400
2476,368,32,NEAR BAY,5.6194,1048,274700
2211,350,35,NEAR BAY,5.4639,1004,238600
2663,387,35,NEAR BAY,5.1498,1086,266400
2599,366,30,NEAR BAY,5.8382,922,330200
4569,824,36,NEAR BAY,4.65,1950,206800
2973,622,25,NEAR BAY,4.3819,1413,209200
3115,625,30,NEAR BAY,3.7222,1444,195800
1843,282,31,NEAR BAY,5.2855,749,253500
2053,336,31,NEAR BAY,4.3375,867,241800
6740,1073,27,NEAR BAY,5.2131,2723,252500
1751,269,30,NEAR BAY,6.005,731,263900
1663,295,38,NEAR BAY,5.0519,781,227000
3716,657,38,NEAR BAY,4.8237,1784,220900
2718,447,32,NEAR BAY,5.2497,1156,259300
1420,272,39,NEAR BAY,4.125,645,232500
1893,310,37,NEAR BAY,4.6005,821,231600
3906,790,33,NEAR BAY,3.5187,1912,209400
3400,736,32,NEAR BAY,3,1487,223200
3402,758,25,NEAR BAY,3.4934,1645,209900
4413,1107,33,NEAR BAY,2.9861,2239,208200
2304,618,29,NEAR BAY,2.5362,1021,203800
2350,499,36,NEAR BAY,3.3021,1105,195700
5914,1309,31,NEAR BAY,3.0964,2999,190500
1575,324,43,NEAR BAY,2.8512,740,181000
1414,274,42,NEAR BAY,3.3478,629,184900
848,202,37,NEAR BAY,2.3958,314,190800
3051,685,15,NEAR BAY,3.5295,1479,242200
4296,817,20,NEAR BAY,4.8036,1732,188300
2898,557,52,NEAR BAY,3.851,1338,183500
1071,201,52,NEAR BAY,4.0662,440,204200
2619,403,51,NEAR BAY,4.6042,922,251900
1494,316,49,NEAR BAY,2.2,611,187500
2260,416,52,NEAR BAY,4.1164,994,198200
1394,223,52,NEAR BAY,3.95,545,219000
1028,129,52,NEAR BAY,4.9135,317,275000
3758,819,45,NEAR BAY,2.8355,1573,245400
2163,470,46,NEAR BAY,3.25,925,177500
1699,408,49,NEAR BAY,2.8301,768,171600
1555,289,52,NEAR BAY,3.7159,620,183300
1114,206,52,NEAR BAY,2.5625,425,175000
1498,313,45,NEAR BAY,3.8047,1003,156700
726,147,45,NEAR BAY,3.375,519,157500
890,200,38,NEAR BAY,3.244,481,179800
2639,533,36,NEAR BAY,4.0268,1209,205500
2562,554,35,NEAR BAY,3.3906,1398,178900
361,69,36,NEAR BAY,5.5461,158,262500
3008,659,42,NEAR BAY,3.371,1817,165000
1369,284,46,NEAR BAY,3.5313,766,159700
1692,398,5,NEAR BAY,3.663,814,158300
1007,245,38,NEAR BAY,2.875,618,144800
3783,814,43,NEAR BAY,4.0202,2139,166300
1507,242,37,NEAR BAY,4.5553,632,191000
666,132,36,NEAR BAY,3.4643,366,175000
2229,601,10,NEAR BAY,3.3431,877,137500
2215,587,28,NEAR BAY,2.1898,830,141700
1616,372,31,NEAR BAY,2.9097,739,210900
1190,251,47,NEAR BAY,3.375,540,198300
4169,1047,29,NEAR BAY,2.8125,2024,157400
2024,320,52,NEAR BAY,5,823,264700
1723,394,38,NEAR BAY,3.0673,711,218400
2264,390,43,NEAR BAY,3.8125,931,235100
1996,268,33,NEAR BAY,6.9096,686,341800
2862,394,26,NEAR BAY,7.912,1030,367300
2183,383,35,NEAR BAY,3.8393,976,243500
1037,207,35,NEAR BAY,4,552,167900
1134,153,25,NEAR BAY,6.5095,340,371200
786,132,39,NEAR BAY,3.5156,288,218900
1397,253,45,NEAR BAY,2.983,555,202700
2315,451,45,NEAR BAY,3.524,1006,186200
1613,339,44,NEAR BAY,3.1103,776,188900
1421,298,44,NEAR BAY,3.5781,609,180000
5778,1526,18,NEAR BAY,3.1682,2441,202700
3094,866,27,NEAR BAY,2.6101,1364,181700
3905,1007,18,NEAR BAY,3.6932,2197,166800
3046,557,43,NEAR BAY,3.4583,1333,183700
3516,710,19,NEAR BAY,3.9032,1810,218000
998,178,36,NEAR BAY,4.0208,531,191500
1464,244,36,NEAR BAY,3.5547,672,194700
1463,292,17,NEAR BAY,4.5859,695,187200
4124,1054,21,NEAR BAY,2.6321,2162,223100
2380,769,17,NEAR BAY,3.395,1216,271300
1266,228,36,NEAR BAY,3.9702,606,194100
2239,391,36,NEAR BAY,5.0043,1203,190400
1571,317,38,NEAR BAY,4.4659,874,189100
1246,221,38,NEAR BAY,3.6625,637,184600
1501,287,36,NEAR BAY,3.8864,703,197300
1468,252,36,NEAR BAY,3.4583,733,192600
1118,219,36,NEAR BAY,3.7813,625,192200
1097,208,36,NEAR BAY,2.9917,568,194600
1719,303,36,NEAR BAY,4.4375,836,193500
1755,365,24,NEAR BAY,4,952,202600
1687,348,16,NEAR BAY,2.3869,568,83300
2262,391,24,NEAR BAY,4.7609,1125,212600
2087,407,5,NEAR BAY,5.4858,840,187800
1480,278,36,NEAR BAY,4.3971,796,205700
1545,273,36,NEAR BAY,4.0109,863,192900
2632,447,35,NEAR BAY,4.3864,1349,205200
2261,443,30,NEAR BAY,4.2841,929,213400
1670,308,39,NEAR BAY,5.1312,957,183600
2141,535,37,NEAR BAY,2.9958,1093,178400
3337,613,27,NEAR BAY,3.6364,1489,219200
3184,716,31,NEAR BAY,2.7955,1561,183100
2341,500,44,NEAR BAY,2.9507,1256,157100
1197,269,30,NEAR BAY,3.4375,695,157800
1131,278,34,NEAR BAY,2.875,560,161700
1164,284,38,NEAR BAY,3.0345,632,152100
3495,787,41,NEAR BAY,2.679,1849,144900
2488,617,17,NEAR BAY,2.9922,1287,179900
2681,508,35,NEAR BAY,4.1042,1580,179100
2495,635,19,NEAR BAY,2.5833,1571,159900
1689,461,23,NEAR BAY,2.1552,828,161400
1298,306,29,NEAR BAY,2.3274,835,170400
2693,789,19,NEAR BAY,2.4206,1765,137500
746,,41,NEAR BAY,3.9063,387,178400
2444,651,37,NEAR BAY,2.6464,1562,155200
1472,310,42,NEAR BAY,3.4643,768,160900
2227,560,10,NEAR BAY,2.3973,1140,167300
200,25,20,NEAR BAY,6.5,83,340000
1283,194,32,<1H OCEAN,6.0574,485,431000
2445,590,6,NEAR BAY,3.8958,1189,301100
1307,236,21,NEAR BAY,4.7813,586,241900
3785,936,5,NEAR BAY,3.2829,2240,162500
2031,357,10,NEAR BAY,5.3169,867,299200
8299,1326,10,NEAR BAY,6.2579,3827,315500
7518,1279,23,NEAR BAY,5.1701,3827,216800
1815,426,36,NEAR BAY,3.25,1280,218100
5367,1207,30,NEAR BAY,3.1796,2667,170300
1167,370,26,NEAR BAY,2.4196,253,275000
2607,682,26,NEAR BAY,2.6563,1401,184100
493,168,29,NEAR BAY,0.9637,233,160000
1252,305,48,NEAR BAY,2.3357,673,175000
1382,353,41,NEAR BAY,3.5114,704,197500
500,110,43,NEAR BAY,3.3125,273,150000
2333,538,29,NEAR BAY,2.4042,1120,205600
1834,463,41,NEAR BAY,2.8322,1105,170300
1415,348,43,NEAR BAY,2.5156,569,190900
1352,342,37,NEAR BAY,3.4032,691,196900
2116,503,37,NEAR BAY,2.535,1109,174000
1976,481,37,NEAR BAY,2.5772,1197,170200
1779,413,38,NEAR BAY,3.0962,1061,180900
3659,897,34,NEAR BAY,2.9564,2479,150500
1892,428,31,NEAR BAY,3.125,1162,167100
1958,484,35,NEAR BAY,2.95,1146,148900
1553,253,40,NEAR BAY,4.38,724,196400
2412,394,37,NEAR BAY,4.0417,975,191100
2110,389,36,NEAR BAY,3.8,952,187500
2179,401,45,NEAR BAY,3.4839,1159,180600
2457,445,45,NEAR BAY,4.0588,1129,182800
2147,399,44,NEAR BAY,4.1974,1175,179300
1676,340,43,NEAR BAY,3.6,924,179400
2976,518,35,NEAR BAY,4.267,1424,210300
3036,533,34,NEAR BAY,4.2386,1366,192300
2472,398,35,NEAR BAY,5.5797,1171,198100
1487,249,36,NEAR BAY,4.0682,641,196200
2012,347,38,NEAR BAY,3.1734,880,181600
3342,,37,NEAR BAY,4.7933,1635,186900
3156,534,37,NEAR BAY,4.8125,1495,188300
1748,318,40,NEAR BAY,3.8676,914,184000
3429,681,33,NEAR BAY,3.9395,1798,184700
3592,703,42,NEAR BAY,3.2434,1625,179900
1035,247,38,NEAR BAY,3.0917,599,167200
3028,811,32,NEAR BAY,3.0645,2037,165400
2431,655,33,NEAR BAY,2.7019,1854,154000
2069,500,39,NEAR BAY,3.1115,1408,153500
1340,313,40,NEAR BAY,3.4722,766,135400
1160,259,39,NEAR BAY,2.2222,725,158300
2015,318,32,NEAR BAY,6.1104,1019,240700
3882,816,22,NEAR BAY,4.2733,1830,180700
3239,671,27,NEAR BAY,3.2465,1469,230600
2932,739,28,NEAR BAY,3.2417,1198,210800
2104,409,38,NEAR BAY,3.875,1039,165300
1694,251,29,NEAR BAY,6.0501,690,254200
3000,419,18,NEAR BAY,6.8233,1155,332600
2419,348,23,NEAR BAY,6.3501,1066,350000
2280,610,28,NEAR BAY,2.6719,1255,161200
5031,1168,21,NEAR BAY,3.875,2461,179300
1547,372,33,NEAR BAY,2.5625,1063,154300
3300,790,31,NEAR BAY,3.016,2181,161800
5018,1439,17,NEAR BAY,2.7694,3069,161900
1813,393,35,NEAR BAY,3.6818,1093,165400
1997,436,37,NEAR BAY,2.1382,1349,166600
901,191,37,NEAR BAY,3.7303,599,149700
686,142,35,NEAR BAY,3.875,480,162100
1954,464,33,NEAR BAY,3.0489,1293,152600
2630,722,27,NEAR BAY,2.8203,1414,195200
1130,192,35,NEAR BAY,4.3897,543,190600
1184,200,35,NEAR BAY,4.7143,572,193800
656,115,34,NEAR BAY,4.6875,342,200600
2544,643,29,NEAR BAY,3.2091,2332,150000
1305,225,36,NEAR BAY,4.275,768,185300
1755,316,36,NEAR BAY,4.1302,913,172700
2843,652,35,NEAR BAY,3.09,1726,174100
2538,494,25,NEAR BAY,4.5417,1185,194400
1784,311,28,NEAR BAY,4.6635,735,206700
1797,327,31,NEAR BAY,4.4427,796,204500
410,76,36,NEAR BAY,4.5303,252,175000
162,27,26,NEAR BAY,2.375,86,137500
9963,2031,18,NEAR BAY,3.8171,5613,187200
2361,458,35,NEAR BAY,4.5281,1727,173600
862,167,19,NEAR BAY,4.3456,407,163000
4335,808,18,NEAR BAY,3.4861,2041,331600
1487,280,31,NEAR BAY,5.2312,854,197600
3592,849,8,NEAR BAY,3.6708,1907,197900
432,102,40,NEAR BAY,3.8875,264,228100
1457,242,34,NEAR BAY,3.9167,735,189500
1578,284,32,NEAR BAY,3.9063,836,184200
2172,435,29,NEAR BAY,3.7895,1377,180900
1340,245,36,NEAR BAY,3.8,789,172000
1116,199,36,NEAR BAY,5.7309,662,177900
1885,307,36,NEAR BAY,4.1141,853,173100
1180,212,36,NEAR BAY,5.2838,664,172600
5267,1253,30,NEAR BAY,3.3479,4065,182100
1897,440,23,NEAR BAY,3.142,1109,179500
767,171,31,NEAR BAY,3.7614,548,176000
691,127,33,NEAR BAY,4.25,431,192600
786,133,36,NEAR BAY,3.9338,463,182700
5861,1516,22,NEAR BAY,2.5158,5436,134900
2784,723,27,NEAR BAY,2.4808,2028,157600
4524,860,25,NEAR BAY,4.7083,2426,190900
1468,304,37,NEAR BAY,4.1652,1038,158200
1655,450,20,NEAR BAY,3.5541,857,350000
1227,286,33,NEAR BAY,3.8036,848,158200
1160,252,33,NEAR BAY,3.8259,729,146100
952,172,33,NEAR BAY,3.2331,369,226700
2072,352,35,NEAR BAY,4.7109,1001,198700
2964,547,32,NEAR BAY,4.2468,1472,221200
1032,173,35,NEAR BAY,6.396,453,208500
657,118,35,NEAR BAY,3.8125,328,204200
1540,324,32,NEAR BAY,3.2857,793,193200
1298,236,35,NEAR BAY,3.8929,632,209500
1409,271,36,NEAR BAY,3.7262,1002,164900
1383,259,37,NEAR BAY,4.0125,808,161400
1151,216,36,NEAR BAY,4.1719,727,187000
899,179,35,NEAR BAY,4.2857,455,190400
1793,364,37,NEAR BAY,3.6458,1534,156600
2485,518,17,NEAR BAY,2.6875,1139,157300
1931,376,35,NEAR BAY,3.7292,1175,168100
2329,465,24,NEAR BAY,4.5913,1401,177600
6711,1374,12,NEAR BAY,3.8625,3388,208900
1939,356,23,NEAR BAY,3.3611,841,169200
1642,346,16,NEAR BAY,2.8971,705,163900
1619,293,34,NEAR BAY,4.0326,1148,164700
517,108,35,NEAR BAY,4.0682,391,156900
1570,274,36,NEAR BAY,5.3644,992,168800
1213,221,35,NEAR BAY,4.7019,790,174100
1826,309,27,NEAR BAY,5.64,1016,206500
2261,443,26,NEAR BAY,3.7931,1039,203900
3666,711,9,<1H OCEAN,4.6458,2341,217000
1633,345,36,NEAR BAY,3.694,1382,159600
2155,522,31,NEAR BAY,2.652,1858,159800
1295,280,32,NEAR BAY,3.5,1156,154300
1295,295,32,NEAR BAY,3.2386,1097,149600
1518,302,33,NEAR BAY,5.097,831,188600
3314,638,17,NEAR BAY,4.3875,1873,238500
3009,497,22,NEAR BAY,4.625,1640,235300
2605,474,6,NEAR BAY,5.0406,1568,261400
5159,832,17,NEAR BAY,5.8704,3174,234400
1726,276,18,NEAR BAY,5.3226,1186,231700
1816,365,16,NEAR BAY,4.235,1367,156300
2578,551,13,NEAR BAY,4.825,1680,222000
2576,418,15,NEAR BAY,5.5218,1657,254400
1644,251,16,NEAR BAY,6.5116,1033,244300
1606,240,16,NEAR BAY,6.0661,1117,247000
3349,544,16,NEAR BAY,6.0074,2003,236500
3475,686,15,NEAR BAY,4.6211,2568,151400
1893,338,16,NEAR BAY,5.225,1461,213700
1727,302,14,NEAR BAY,5.3428,1116,243600
6243,1273,15,NEAR BAY,3.7462,3163,212500
2077,383,24,NEAR BAY,4.5721,1488,214700
1165,333,18,NEAR BAY,3.6923,855,213200
4371,889,16,NEAR BAY,4.6786,2530,256000
838,295,2,NEAR BAY,2.875,240,237500
3052,760,15,NEAR BAY,3.3617,2097,178100
4313,717,17,NEAR BAY,5.7579,2629,231800
385,94,36,NEAR BAY,2.9706,295,147900
3046,678,10,NEAR BAY,3.9022,2056,191700
4342,783,21,<1H OCEAN,4.6146,2172,247600
3575,597,15,<1H OCEAN,5.7192,1777,283500
4126,1031,20,<1H OCEAN,3.6832,2079,216900
2878,478,31,<1H OCEAN,6.2073,1276,282500
4405,717,6,<1H OCEAN,5.8151,2071,295600
16199,2993,14,NEAR BAY,5.8322,8117,281800
14917,2708,14,NEAR BAY,5.6277,8012,269800
5719,1064,12,NEAR BAY,5.2879,3436,231200
8647,1407,8,NEAR BAY,6.5615,5019,318300
8112,1376,15,NEAR BAY,5.6758,4576,253400
10648,1818,7,NEAR BAY,6.1047,6075,278200
1150,311,5,<1H OCEAN,3.5714,648,300000
14014,2861,3,NEAR BAY,6.0824,7205,273500
4332,857,23,NEAR BAY,4.3594,2461,223400
1716,312,35,NEAR BAY,5.5737,914,214500
4981,964,31,NEAR BAY,4.8962,2841,220200
8444,1492,24,NEAR BAY,4.6978,4446,240300
3028,778,6,NEAR BAY,4.4259,1531,158000
2068,532,26,NEAR BAY,3.3008,1434,224200
1325,274,33,NEAR BAY,4.5687,909,177200
2563,485,24,NEAR BAY,3.8179,1174,216100
5505,1005,18,<1H OCEAN,5,2641,269700
6462,1294,20,<1H OCEAN,4.3393,3288,231200
3746,993,4,<1H OCEAN,4.1387,1606,162500
8918,1823,13,<1H OCEAN,4.8052,4518,254000
1949,344,31,<1H OCEAN,4.6349,986,196200
4924,1247,17,<1H OCEAN,3.168,3080,189400
5133,1375,17,<1H OCEAN,3.1326,3386,220800
6647,2098,16,<1H OCEAN,2.9074,4649,213800
5674,748,15,<1H OCEAN,8.3996,2412,442900
10687,1540,21,<1H OCEAN,6.6478,4552,333400
1354,192,25,<1H OCEAN,6.629,596,352400
3715,526,27,<1H OCEAN,6.2179,1631,305300
2095,342,33,<1H OCEAN,5.761,941,259600
3517,645,29,<1H OCEAN,4.6641,1724,248900
2537,382,31,<1H OCEAN,6.7599,1067,356000
5106,1207,14,<1H OCEAN,3.9909,2738,236000
2215,475,23,<1H OCEAN,4.2955,1278,218800
2949,529,28,<1H OCEAN,4.9615,1538,228000
2375,652,18,<1H OCEAN,2.6198,1252,235900
2312,496,28,<1H OCEAN,4.7135,1344,203200
2277,420,35,<1H OCEAN,4.75,1353,197000
2506,387,26,<1H OCEAN,5.4299,1273,236400
2829,566,28,<1H OCEAN,4.6,1610,223200
3179,703,26,<1H OCEAN,4.1947,2142,222700
2332,371,26,<1H OCEAN,5.388,1285,225000
3584,715,18,<1H OCEAN,3.9444,1673,240100
3046,507,28,<1H OCEAN,5.3283,1772,227900
2414,415,28,<1H OCEAN,4.8403,1106,268600
4133,744,29,<1H OCEAN,5.1616,2023,275100
2791,495,34,NEAR BAY,4.9167,1276,256300
6103,1249,27,<1H OCEAN,4.1591,3026,332400
2572,406,32,NEAR BAY,5,1128,287600
1910,371,26,<1H OCEAN,5.8325,852,298900
1890,303,27,NEAR BAY,5.7057,889,287600
5405,939,25,<1H OCEAN,5.0423,2831,222200
3761,623,26,<1H OCEAN,4.5317,1776,232600
3333,511,25,<1H OCEAN,5.4359,1671,258300
4925,948,23,<1H OCEAN,5.0824,2530,230900
3994,764,33,<1H OCEAN,5.2308,2721,196900
5811,1125,22,<1H OCEAN,4.4107,3215,223500
4211,741,26,<1H OCEAN,5.2396,2352,223900
5532,973,27,<1H OCEAN,4.7478,2855,243500
28258,3864,7,<1H OCEAN,8.4045,12203,451100
4909,577,9,<1H OCEAN,9.7194,1981,500001
7441,1588,10,<1H OCEAN,5.1643,3571,193100
4314,676,23,<1H OCEAN,5.3813,1972,264400
2016,322,26,<1H OCEAN,6.0878,1105,246900
5377,744,13,<1H OCEAN,6.868,2759,337300
9167,1373,22,NEAR BAY,6.992,4319,284800
3087,532,26,NEAR BAY,4.9118,1597,217300
3170,532,23,NEAR BAY,4.4357,1446,291700
2145,369,26,NEAR BAY,4.9464,1285,223800
4209,731,25,NEAR BAY,5.2882,2568,223100
4247,835,23,NEAR BAY,5.1321,2357,211300
4458,922,25,NEAR BAY,3.9667,2998,218500
407,97,17,NEAR BAY,3.1696,307,156300
6483,1068,20,NEAR BAY,5.0838,3526,248200
1867,343,35,NEAR BAY,4.8214,1213,186000
2918,672,6,NEAR BAY,4.1406,1911,178200
2316,478,34,NEAR BAY,3.7364,1524,190400
1240,264,31,NEAR BAY,3.535,719,210300
4458,856,16,NEAR BAY,5.0739,3038,208000
1746,437,18,NEAR BAY,3.256,1268,183300
4572,712,19,NEAR BAY,6.0667,2346,245700
4280,673,21,NEAR BAY,5.7072,2216,242200
6352,1390,7,<1H OCEAN,4.9867,3223,181700
7477,1576,4,<1H OCEAN,5.1437,2937,299400
4638,716,22,<1H OCEAN,5.347,2302,219500
4377,668,25,<1H OCEAN,5.7233,2038,231800
3816,637,26,<1H OCEAN,4.4697,1935,221300
2806,459,26,<1H OCEAN,4.9107,1453,213800
4822,845,26,<1H OCEAN,4.2281,2288,206000
6473,1027,15,<1H OCEAN,5.0143,2484,271100
8072,1050,6,<1H OCEAN,7.2494,3386,336500
1280,209,46,INLAND,5.1406,512,315600
3166,424,24,<1H OCEAN,8.3337,1081,500001
3742,555,13,<1H OCEAN,7.316,1590,285400
7397,1137,18,INLAND,6.4994,3126,323000
1655,223,23,<1H OCEAN,7.2211,706,291900
2456,582,3,<1H OCEAN,4.4087,793,225600
2179,308,23,<1H OCEAN,5.9345,926,259600
1804,254,20,<1H OCEAN,6.177,831,262900
3631,547,18,<1H OCEAN,5.817,1700,257300
2876,423,18,<1H OCEAN,6.3132,1395,259200
7490,1207,12,<1H OCEAN,6.3373,3329,339700
2234,270,23,INLAND,7.333,854,337200
1898,239,22,<1H OCEAN,6.2918,734,334100
4070,624,16,INLAND,6.5214,1543,311500
2244,301,25,INLAND,6.4524,937,296900
2948,471,20,INLAND,6.0604,1181,247900
2034,288,19,INLAND,6.5285,852,300400
2130,273,15,<1H OCEAN,7.2639,876,332400
9540,1294,7,<1H OCEAN,7.4353,3926,389800
2702,680,29,INLAND,3.1127,1360,233000
522,116,39,INLAND,2.4896,161,238500
775,134,52,INLAND,5.0677,315,233300
1565,464,3,INLAND,2.1187,769,231300
1309,184,20,INLAND,10.9506,514,475800
5519,833,13,<1H OCEAN,7.0691,2444,393200
4337,800,10,INLAND,5.5,1813,247200
1812,294,28,INLAND,4.9879,853,229400
4719,741,4,INLAND,6.8132,1895,282500
4236,701,14,INLAND,5.6399,1833,300600
3634,664,22,INLAND,4.1597,1699,293200
1569,242,27,INLAND,5.7519,583,278500
13182,2074,13,INLAND,5.6417,4847,352900
228,40,43,INLAND,10.3203,83,400000
127,23,47,INLAND,4.3472,51,375000
9621,1344,13,INLAND,6.6827,4389,313700
6159,1510,4,<1H OCEAN,3.62,2649,139300
4290,554,16,INLAND,7.3588,1952,327500
1786,306,26,INLAND,5.7239,771,430600
404,74,32,INLAND,4.2083,144,125000
1671,352,17,INLAND,6.1023,729,450000
5608,1049,12,INLAND,3.9864,2595,200200
12070,2220,11,INLAND,4.8624,5826,192400
494,81,25,INLAND,9.1531,254,418800
5533,943,22,INLAND,4.7361,2474,216800
3956,639,17,INLAND,5.4324,2222,215500
1906,351,12,INLAND,4.9375,802,227700
3433,711,29,INLAND,3.3841,1919,184400
1687,372,36,INLAND,3.5532,950,158400
2358,498,34,INLAND,3.3618,1157,174600
2853,588,35,INLAND,4.3533,1761,168400
6296,1082,25,INLAND,4.5357,3200,188400
3980,736,9,INLAND,5.7068,1705,256700
2647,536,26,INLAND,3.7212,1422,183800
1755,299,35,INLAND,5.2443,702,183400
1864,357,35,INLAND,4.2361,1189,177500
1078,207,32,INLAND,3.1856,555,186900
20354,3493,17,INLAND,5.4496,8768,238900
3112,872,17,INLAND,3.0222,1392,172500
495,112,44,INLAND,2.6667,277,179200
2157,418,52,INLAND,3.7301,929,204400
1501,299,41,INLAND,4.6806,629,209400
8068,1217,20,INLAND,5.7907,3489,264200
3023,518,6,INLAND,6.3705,1225,350000
2211,344,26,INLAND,5.2649,1024,199800
2163,339,26,INLAND,6.0797,947,211000
1773,278,28,INLAND,4.8571,804,201100
1947,418,25,INLAND,3.8523,900,193000
14701,2210,22,INLAND,5.98,6693,245000
1364,282,17,INLAND,2.45,338,117600
2061,465,15,INLAND,2.2417,573,97900
3045,543,16,INLAND,3.15,202,140600
3545,702,14,INLAND,3.4609,946,120900
2944,558,13,INLAND,3,1091,119000
1443,249,16,INLAND,3.2031,435,129200
2277,474,17,INLAND,2.5208,767,99100
1564,357,18,INLAND,2.3549,618,108900
4403,891,15,INLAND,3.0125,1103,111700
1133,254,34,INLAND,2.05,495,68900
1001,195,23,INLAND,3.125,369,96400
1783,337,10,INLAND,2.65,638,116700
1521,309,17,INLAND,3.5,607,123800
1374,297,25,INLAND,2.5476,657,97900
1391,246,40,INLAND,3.9107,546,129800
1473,265,13,INLAND,4.2917,597,121300
1248,234,15,INLAND,3.3393,529,107200
1748,322,16,INLAND,4.3029,4930,121900
3998,765,28,INLAND,2.8125,1614,113400
3471,653,27,INLAND,3.5508,1793,99100
2791,492,18,INLAND,3.2589,1187,103000
2084,449,13,INLAND,3.2937,834,114200
5654,1085,17,INLAND,3.0465,2237,144100
4221,816,15,INLAND,2.3125,1737,128600
1787,347,9,INLAND,2.525,806,157200
2144,420,18,INLAND,3.175,985,118500
1538,305,23,INLAND,2.6078,730,116700
3750,691,15,INLAND,2.7399,1444,134800
3267,614,19,INLAND,2.7236,1252,109900
1257,231,16,INLAND,4.4531,559,144300
1341,256,37,INLAND,3.2135,533,123600
9831,1921,12,INLAND,3.1142,4644,112600
6010,1116,23,INLAND,3.0068,2710,107300
7653,1578,12,INLAND,3.0905,3628,117800
5273,1177,17,INLAND,1.9362,2446,89900
2351,620,14,INLAND,2.3155,1215,102300
7254,1785,19,INLAND,2.0094,4030,87300
10265,1860,15,INLAND,3.07,4591,142600
14631,3298,12,INLAND,1.6785,7517,153100
1707,296,22,INLAND,3.6625,822,126600
1651,309,18,INLAND,3.5046,856,118300
1737,290,7,INLAND,3.9,747,147000
568,127,39,INLAND,1.8095,267,78100
1139,265,39,INLAND,2.2833,623,85800
2901,689,41,INLAND,1.5633,1426,84500
444,80,52,INLAND,3.4191,1107,137500
3425,827,17,INLAND,0.9393,2469,88900
3494,843,13,INLAND,1.1019,1571,120200
4362,1053,29,INLAND,1.7284,2053,74500
2976,599,43,INLAND,2.2621,1181,85100
3263,604,34,INLAND,2.575,1290,130300
2551,378,28,INLAND,4.3309,1011,125200
7744,1375,29,INLAND,3.0253,3316,111400
2236,372,37,INLAND,3.2016,974,97000
7212,1355,11,INLAND,3.1125,3264,122600
5690,1189,8,INLAND,3.0625,2887,116300
140,28,8,INLAND,2.125,84,179200
2923,659,44,INLAND,2.2925,1371,85800
677,152,52,INLAND,1.6797,379,94800
502,100,52,INLAND,1.5481,311,200000
857,232,52,INLAND,0.987,520,112500
1457,389,52,INLAND,0.9566,802,69000
957,263,52,INLAND,1.3672,513,55000
1741,401,52,INLAND,2.0064,753,77900
7272,1559,18,INLAND,1.6911,5022,98800
1890,420,52,INLAND,1.6827,974,78700
5051,1054,21,INLAND,1.5863,2948,81300
2242,517,33,INLAND,1.7426,1160,60300
2978,694,42,INLAND,1.5064,1879,66300
1222,250,18,INLAND,2.0288,708,116700
5103,825,11,INLAND,4.5032,2456,159700
2741,451,26,INLAND,3.7007,1217,139200
1453,299,16,INLAND,3.5735,904,89600
549,105,38,INLAND,3.5375,275,153100
2202,422,25,INLAND,2.8306,1109,87500
3759,,20,INLAND,4.712,1705,158600
1535,279,24,INLAND,2.3833,726,95100
1465,278,20,INLAND,3.0625,745,93800
2867,559,16,INLAND,2.7143,1203,95300
3996,748,15,INLAND,3.5189,1786,141300
858,262,17,INLAND,2.4028,47,67500
1468,285,22,INLAND,2.3036,611,73000
1527,269,14,INLAND,2.8657,665,119600
4591,904,16,INLAND,2.2419,1904,93200
1742,307,10,INLAND,2.4537,721,117900
3835,727,11,INLAND,2.5374,1456,97200
1958,369,12,INLAND,2.3507,875,97600
3744,699,12,INLAND,2.3079,1532,95300
3974,727,11,INLAND,2.6147,1610,107700
2672,533,18,INLAND,2.567,1151,102900
743,171,20,INLAND,1.625,395,88300
2754,570,16,INLAND,1.4048,1063,86500
945,205,18,INLAND,2.1838,385,58000
1503,343,26,INLAND,1.875,699,84000
1612,313,25,INLAND,2.963,837,89500
1677,327,28,INLAND,2.6823,770,93400
790,137,23,INLAND,2.1912,365,115200
2221,459,18,INLAND,2.0458,952,105700
1535,276,24,INLAND,2.3068,664,97300
